Customer Key,customer_name,order_count,total_sales,total_profit,avg_discount,total_quantity,unique_subcategories,last_order_date,first_order_date,avg_order_value,recency_days,active_days,profit_margin,cluster
ZC-21910,Zuschuss Carroll,5,3161.2059999999997,0.0,0.0,10.0,7,2018-11-06,2017-08-03,632.2411999999999,36,460,0.0,1
CC-12370,Christopher Conant,2,3138.116,0.0,0.0,4.0,4,2018-06-11,2017-07-07,1569.058,184,339,0.0,1
DM-13345,Denise Monton,5,3124.442,0.0,0.0,9.0,6,2018-08-12,2015-03-11,624.8884,122,1250,0.0,1
MS-17365,Maribeth Schnelling,6,3098.204,0.0,0.0,15.0,8,2018-01-04,2015-07-11,516.3673333333334,342,908,0.0,1
DL-12925,Daniel Lacy,5,3067.6000000000004,0.0,0.0,13.0,8,2018-03-11,2015-01-11,613.5200000000001,276,1155,0.0,1
JL-15505,Jeremy Lonsdale,3,3037.218,0.0,0.0,13.0,11,2018-11-11,2017-08-04,1012.406,31,464,0.0,1
AS-10285,Alejandro Savely,4,3029.12,0.0,0.0,4.0,4,2018-11-12,2017-04-11,757.28,30,580,0.0,1
MC-17845,Michael Chen,4,2971.77,0.0,0.0,8.0,8,2018-10-12,2015-05-07,742.9425,61,1254,0.0,1
AG-10675,Anna Gayman,4,2943.4796000000006,0.0,0.0,8.0,5,2018-09-06,2016-07-05,735.8699,97,793,0.0,1
JD-15895,Jonathan Doherty,4,2931.616,0.0,0.0,7.0,5,2017-09-07,2016-12-12,732.904,461,269,0.0,1
RP-19390,Resi Pölking,5,2929.116,0.0,0.0,7.0,6,2016-07-04,2015-01-12,585.8232,891,539,0.0,1
PK-19075,Pete Kriz,5,2917.956,0.0,0.0,11.0,8,2018-07-11,2015-11-11,583.5912000000001,154,973,0.0,1
DK-13225,Dean Katz,4,2895.678,0.0,0.0,10.0,9,2017-12-03,2016-03-12,723.9195,374,631,0.0,1
MA-17560,Matt Abelman,4,2892.207,0.0,0.0,15.0,8,2016-10-12,2015-08-08,723.05175,791,431,0.0,1
FP-14320,Frank Preis,5,2886.468,0.0,0.0,8.0,8,2018-07-12,2015-07-12,577.2936000000001,153,1096,0.0,1
JK-16090,Juliana Krohn,2,2854.578,0.0,0.0,5.0,5,2018-02-12,2018-02-10,1427.289,303,2,0.0,1
SF-20200,Sarah Foster,5,2830.054,0.0,0.0,9.0,7,2018-01-11,2016-05-03,566.0107999999999,335,618,0.0,1
RW-19540,Rick Wilson,3,2784.614,0.0,0.0,7.0,4,2018-07-05,2016-03-02,928.2046666666666,160,855,0.0,1
CS-12400,Christopher Schild,5,2782.0785,0.0,0.0,9.0,7,2018-07-04,2016-02-10,556.4157,161,875,0.0,1
BS-11380,Bill Stewart,3,2748.916,0.0,0.0,9.0,6,2018-12-03,2016-03-12,916.3053333333332,9,996,0.0,1
LC-16960,Lindsay Castell,1,2676.672,0.0,0.0,1.0,1,2016-01-12,2016-01-12,2676.672,1065,0,0.0,0
JE-16165,Justin Ellison,2,2672.57,0.0,0.0,5.0,4,2018-10-12,2017-05-12,1336.285,61,518,0.0,1
ED-13885,Emily Ducich,2,2642.202,0.0,0.0,2.0,2,2016-02-11,2015-09-08,1321.101,1035,156,0.0,0
AH-10210,Alan Hwang,4,2634.388,0.0,0.0,7.0,4,2018-08-03,2016-07-12,658.597,131,752,0.0,1
SG-20605,Speros Goranitis,2,2622.882,0.0,0.0,7.0,5,2016-06-12,2015-03-11,1311.441,913,459,0.0,0
MD-17350,Maribeth Dona,5,2610.992,0.0,0.0,14.0,8,2018-10-03,2015-05-11,522.1984,70,1241,0.0,1
EJ-14155,Eva Jacobs,4,2608.001,0.0,0.0,7.0,6,2018-04-09,2015-03-03,652.0002499999999,247,1133,0.0,1
JH-15985,Joseph Holt,4,2602.212,0.0,0.0,10.0,5,2018-01-12,2015-09-08,650.553,334,857,0.0,1
BO-11350,Bill Overfelt,3,2590.76,0.0,0.0,10.0,5,2018-03-05,2017-03-01,863.5866666666667,282,369,0.0,1
DV-13465,Dianna Vittorini,4,2590.737,0.0,0.0,11.0,7,2018-11-06,2016-09-11,647.68425,36,786,0.0,1
JE-15715,Joe Elijah,2,2579.313,0.0,0.0,10.0,7,2017-08-07,2017-02-09,1289.6565,492,179,0.0,1
LW-16990,Lindsay Williams,4,2498.03,0.0,0.0,8.0,6,2018-09-03,2017-05-05,624.5075,100,486,0.0,1
AS-10045,Aaron Smayling,4,2475.846,0.0,0.0,7.0,4,2018-04-09,2018-01-08,618.9615,247,91,0.0,1
SV-20785,Stewart Visinsky,5,2474.639,0.0,0.0,14.0,8,2016-07-11,2015-02-06,494.92780000000005,884,521,0.0,1
EB-13750,Edward Becker,5,2438.892,0.0,0.0,12.0,7,2018-10-11,2016-05-06,487.7784,62,888,0.0,1
SO-20335,Sean O'Donnell,4,2417.3235,0.0,0.0,12.0,8,2018-09-09,2016-04-12,604.3308750000001,94,880,0.0,1
RR-19525,Rick Reed,2,2401.794,0.0,0.0,5.0,3,2016-05-12,2015-09-09,1200.897,944,246,0.0,0
SC-20725,Steven Cartwright,5,2393.132,0.0,0.0,12.0,10,2018-01-01,2015-03-06,478.6264,345,1032,0.0,1
GM-14680,Greg Matthias,4,2354.132,0.0,0.0,9.0,8,2017-09-06,2015-10-05,588.533,462,702,0.0,1
NP-18670,Nora Paige,2,2353.94,0.0,0.0,6.0,6,2018-12-10,2018-02-11,1176.97,2,302,0.0,1
JL-15835,John Lee,3,2340.804,0.0,0.0,12.0,8,2018-09-12,2015-07-07,780.268,91,1163,0.0,1
PV-18985,Paul Van Hugh,3,2332.026,0.0,0.0,8.0,8,2018-11-03,2015-12-07,777.3420000000001,39,1062,0.0,1
IM-15070,Irene Maddox,4,2322.8140000000003,0.0,0.0,12.0,9,2017-06-11,2016-04-07,580.7035000000001,549,430,0.0,1
CC-12220,Chris Cortes,7,2285.072,0.0,0.0,12.0,9,2018-10-12,2015-04-10,326.43885714285716,61,1281,0.0,1
FC-14335,Fred Chung,3,2271.158,0.0,0.0,4.0,3,2018-05-02,2015-10-10,757.0526666666666,224,935,0.0,0
AC-10615,Ann Chong,1,2255.868,0.0,0.0,12.0,10,2018-02-09,2018-02-09,2255.868,306,0,0.0,1
KL-16555,Kelly Lampkin,2,2252.156,0.0,0.0,6.0,5,2018-04-11,2017-06-11,1126.078,245,304,0.0,1
AG-10900,Arthur Gainer,4,2246.513,0.0,0.0,8.0,5,2018-03-09,2016-05-09,561.62825,278,669,0.0,1
CM-12235,Chris McAfee,3,2238.964,0.0,0.0,6.0,4,2017-12-08,2017-01-05,746.3213333333333,369,337,0.0,1
MZ-17515,Mary Zewe,4,2203.0460000000003,0.0,0.0,8.0,5,2017-11-06,2015-04-04,550.7615,401,947,0.0,1
SC-20095,Sanjit Chand,4,2195.45,0.0,0.0,7.0,6,2016-08-11,2015-02-09,548.8625,853,549,0.0,1
TT-21460,Tonja Turnell,2,2193.7960000000003,0.0,0.0,5.0,5,2018-04-03,2016-08-12,1096.8980000000001,253,599,0.0,1
NF-18385,Natalie Fritzler,2,2181.474,0.0,0.0,4.0,3,2018-12-10,2015-11-02,1090.737,2,1134,0.0,0
SH-20395,Shahid Hopkins,8,2173.614,0.0,0.0,13.0,9,2018-10-09,2015-02-11,271.70175,64,1336,0.0,1
HG-14965,Henry Goldwyn,3,2170.758,0.0,0.0,4.0,4,2018-07-12,2016-08-12,723.5859999999999,153,699,0.0,1
TS-21655,Trudy Schmidt,3,2167.904,0.0,0.0,8.0,6,2018-06-05,2016-06-02,722.6346666666667,190,733,0.0,1
KN-16450,Kean Nguyen,3,2162.875,0.0,0.0,6.0,5,2018-08-11,2015-12-04,720.9583333333334,123,981,0.0,1
RS-19765,Roland Schwarz,5,2148.35,0.0,0.0,7.0,7,2018-08-09,2015-06-12,429.66999999999996,125,1154,0.0,1
RS-19420,Ricardo Sperren,3,2142.4,0.0,0.0,5.0,5,2018-08-01,2015-05-08,714.1333333333333,133,1181,0.0,1
AH-10690,Anna Häberlin,6,2124.31,0.0,0.0,15.0,8,2017-06-08,2015-02-04,354.0516666666667,552,855,0.0,1
LA-16780,Laura Armstrong,3,2118.786,0.0,0.0,8.0,6,2017-09-01,2015-11-07,706.2620000000001,467,664,0.0,1
JF-15415,Jennifer Ferguson,2,2083.988,0.0,0.0,7.0,6,2018-11-09,2016-05-04,1041.9940000000001,33,919,0.0,1
MG-18145,Mike Gockenbach,2,2079.67,0.0,0.0,6.0,5,2018-07-10,2016-03-09,1039.835,155,853,0.0,1
DB-13555,Dorothy Badders,4,2060.0108,0.0,0.0,10.0,9,2018-08-09,2015-11-10,515.0027,125,1003,0.0,1
PF-19225,Phillip Flathmann,3,2058.946,0.0,0.0,8.0,7,2018-07-09,2017-03-11,686.3153333333333,156,485,0.0,1
RH-19600,Rob Haberlin,2,2056.7400000000002,0.0,0.0,10.0,7,2016-08-11,2016-02-07,1028.37,853,186,0.0,1
NS-18640,Noel Staavos,8,2049.879,0.0,0.0,17.0,13,2018-09-07,2016-07-08,256.234875,96,791,0.0,1
BT-11680,Brian Thompson,4,2048.326,0.0,0.0,15.0,8,2018-10-12,2016-08-10,512.0815,61,793,0.0,1
CM-12385,Christopher Martinez,1,2031.3919999999998,0.0,0.0,2.0,2,2018-03-01,2018-03-01,2031.3919999999998,286,0,0.0,0
RA-19915,Russell Applegate,1,2027.144,0.0,0.0,2.0,2,2015-01-11,2015-01-11,2027.144,1431,0,0.0,0
DJ-13420,Denny Joy,4,2012.52,0.0,0.0,5.0,3,2017-02-04,2015-08-12,503.13,676,542,0.0,0
SC-20020,Sam Craven,4,2009.4340000000002,0.0,0.0,10.0,5,2016-10-11,2015-02-04,502.35850000000005,792,615,0.0,1
AA-10645,Anna Andreadi,4,2008.705,0.0,0.0,12.0,8,2018-05-11,2015-01-12,502.17625,215,1215,0.0,1
GM-14455,Gary Mitchum,3,1994.19,0.0,0.0,5.0,4,2018-06-08,2015-11-04,664.73,187,947,0.0,1
LT-17110,Liz Thompson,3,1991.9569999999999,0.0,0.0,7.0,5,2016-12-12,2015-01-06,663.9856666666666,730,706,0.0,1
DK-13090,Dave Kipp,4,1953.962,0.0,0.0,7.0,6,2018-03-11,2016-02-03,488.49049999999994,276,767,0.0,1
JD-15790,John Dryer,4,1924.392,0.0,0.0,6.0,4,2018-04-09,2016-02-04,481.098,247,795,0.0,1
RD-19900,Ruben Dartt,3,1895.92,0.0,0.0,12.0,8,2018-07-09,2015-05-04,631.9733333333334,156,1162,0.0,1
RD-19480,Rick Duston,3,1891.0700000000002,0.0,0.0,4.0,3,2017-04-03,2015-08-06,630.3566666666667,618,606,0.0,0
NM-18520,Neoma Murray,4,1885.814,0.0,0.0,7.0,4,2017-07-01,2016-01-12,471.4535,529,536,0.0,1
GD-14590,Giulietta Dortch,3,1884.214,0.0,0.0,5.0,4,2018-03-06,2015-05-05,628.0713333333333,281,1036,0.0,1
CR-12580,Clay Rozendal,1,1872.934,0.0,0.0,2.0,2,2018-03-11,2018-03-11,1872.934,276,0,0.0,0
AC-10450,Amy Cox,2,1864.192,0.0,0.0,3.0,2,2018-03-10,2016-08-11,932.096,277,576,0.0,0
JK-15730,Joe Kamberova,3,1858.03,0.0,0.0,6.0,6,2018-07-10,2015-01-12,619.3433333333334,155,1275,0.0,1
TB-21400,Tom Boeckenhauer,3,1856.71,0.0,0.0,12.0,7,2018-11-06,2015-03-02,618.9033333333333,36,1345,0.0,1
RO-19780,Rose O'Brian,4,1853.29,0.0,0.0,5.0,4,2017-10-11,2016-04-12,463.32250000000005,427,547,0.0,1
AH-10465,Amy Hunt,3,1843.8816,0.0,0.0,5.0,5,2018-02-04,2016-03-01,614.6272,311,705,0.0,1
KM-16225,Kalyca Meade,5,1840.7240000000002,0.0,0.0,14.0,8,2018-09-12,2016-06-07,368.14480000000003,91,827,0.0,1
DB-13615,Doug Bickford,4,1837.67,0.0,0.0,7.0,4,2018-06-05,2016-01-09,459.4175,190,878,0.0,1
FM-14380,Fred McMath,5,1836.8020000000001,0.0,0.0,9.0,6,2018-07-08,2016-09-10,367.3604,157,666,0.0,1
TP-21130,Theone Pippenger,2,1836.3500000000001,0.0,0.0,5.0,4,2018-04-12,2017-05-12,918.1750000000001,244,335,0.0,0
HA-14920,Helen Andreada,5,1827.8259999999998,0.0,0.0,9.0,7,2018-11-09,2015-11-10,365.5652,33,1095,0.0,1
MC-17275,Marc Crier,2,1812.894,0.0,0.0,6.0,4,2016-07-09,2015-08-09,906.447,886,335,0.0,0
LC-17050,Liz Carlisle,4,1804.3980000000001,0.0,0.0,8.0,6,2018-09-09,2015-02-11,451.09950000000003,94,1306,0.0,1
KB-16240,Karen Bern,4,1802.894,0.0,0.0,5.0,5,2018-11-07,2016-07-11,450.7235,35,849,0.0,1
MA-17995,Michelle Arnett,2,1799.466,0.0,0.0,4.0,4,2017-07-11,2017-05-11,899.733,519,61,0.0,0
JO-15145,Jack O'Briant,4,1778.2380000000003,0.0,0.0,6.0,4,2018-03-11,2015-01-11,444.5595,276,1155,0.0,1
BF-11020,Barry Französisch,4,1755.834,0.0,0.0,17.0,10,2018-08-09,2017-02-08,438.9585,125,547,0.0,1
MP-17470,Mark Packer,4,1750.956,0.0,0.0,8.0,6,2017-11-01,2015-04-06,437.739,406,940,0.0,1
NR-18550,Nick Radford,3,1747.377,0.0,0.0,10.0,8,2018-03-06,2015-07-06,582.4590000000001,281,974,0.0,1
AI-10855,Arianne Irving,5,1745.598,0.0,0.0,12.0,9,2018-11-12,2015-10-05,349.11959999999993,30,1134,0.0,1
RD-19585,Rob Dowd,4,1740.518,0.0,0.0,6.0,4,2018-03-07,2015-02-04,435.1295,280,1127,0.0,1
VM-21685,Valerie Mitchum,5,1738.988,0.0,0.0,8.0,6,2018-06-11,2015-07-04,347.7976,184,1073,0.0,1
VT-21700,Valerie Takahito,2,1736.596,0.0,0.0,9.0,7,2016-05-04,2015-06-06,868.298,952,333,0.0,0
FO-14305,Frank Olsen,4,1721.6879999999999,0.0,0.0,6.0,5,2018-08-06,2015-09-06,430.42199999999997,128,1065,0.0,1
JF-15190,Jamie Frazer,4,1710.738,0.0,0.0,12.0,8,2018-09-07,2017-02-12,427.6845,96,572,0.0,1
DP-13105,Dave Poirier,1,1671.08,0.0,0.0,3.0,2,2017-06-12,2017-06-12,1671.08,548,0,0.0,0
ND-18460,Neil Ducich,2,1669.08,0.0,0.0,4.0,3,2018-10-06,2015-06-02,834.54,67,1222,0.0,0
SB-20290,Sean Braxton,4,1648.904,0.0,0.0,11.0,7,2018-09-09,2015-07-09,412.226,94,1158,0.0,1
JL-15850,John Lucas,2,1643.0439999999999,0.0,0.0,3.0,3,2016-06-03,2016-02-04,821.5219999999999,922,120,0.0,0
SC-20695,Steve Chapman,7,1636.028,0.0,0.0,8.0,5,2018-10-08,2016-10-11,233.71828571428568,65,727,0.0,1
KL-16645,Ken Lonsdale,4,1629.881,0.0,0.0,10.0,7,2018-09-04,2015-11-08,407.47025,99,1031,0.0,1
BS-11590,Brendan Sweed,2,1627.3619999999999,0.0,0.0,4.0,3,2016-06-09,2015-05-12,813.681,916,394,0.0,0
EB-13975,Erica Bern,3,1608.6309999999999,0.0,0.0,4.0,4,2017-10-10,2017-04-01,536.2103333333333,428,192,0.0,0
TP-21565,Tracy Poddar,3,1598.9519999999998,0.0,0.0,8.0,6,2017-04-11,2016-01-03,532.984,610,464,0.0,1
YC-21895,Yoseph Carroll,3,1587.18,0.0,0.0,4.0,3,2017-07-04,2016-12-11,529.0600000000001,526,205,0.0,0
EG-13900,Emily Grady,3,1578.592,0.0,0.0,7.0,6,2018-08-12,2016-02-11,526.1973333333334,122,913,0.0,1
RD-19660,Robert Dilbeck,1,1577.94,0.0,0.0,1.0,1,2018-07-09,2018-07-09,1577.94,156,0,0.0,0
EN-13780,Edward Nazzal,1,1562.694,0.0,0.0,4.0,4,2017-04-06,2017-04-06,1562.694,615,0,0.0,0
MH-17455,Mark Hamilton,3,1540.2520000000002,0.0,0.0,4.0,3,2017-10-12,2015-11-07,513.4173333333334,426,705,0.0,0
JS-15880,John Stevenson,2,1538.1499999999999,0.0,0.0,3.0,3,2017-12-02,2015-08-04,769.075,375,851,0.0,0
KN-16390,Katherine Nockton,6,1518.104,0.0,0.0,10.0,8,2018-11-12,2015-02-12,253.01733333333334,30,1369,0.0,1
MG-17680,Maureen Gastineau,1,1515.186,0.0,0.0,2.0,2,2018-08-06,2018-08-06,1515.186,128,0,0.0,0
BC-11125,Becky Castell,4,1496.618,0.0,0.0,10.0,5,2018-11-06,2015-06-07,374.1545,36,1248,0.0,1
AP-10915,Arthur Prichep,4,1494.008,0.0,0.0,13.0,10,2018-03-09,2015-11-11,373.502,278,849,0.0,1
FH-14365,Fred Hopkins,3,1490.8619999999999,0.0,0.0,4.0,4,2018-06-07,2016-03-11,496.95399999999995,188,818,0.0,0
AB-10600,Ann Blume,1,1475.054,0.0,0.0,5.0,5,2018-10-11,2018-10-11,1475.054,62,0,0.0,0
EA-14035,Erin Ashbrook,4,1473.199,0.0,0.0,10.0,5,2017-12-06,2015-05-12,368.29975,371,939,0.0,1
DK-12835,Damala Kotsonis,5,1456.71,0.0,0.0,10.0,7,2018-09-12,2016-07-02,291.342,91,802,0.0,1
AG-10525,Andy Gerbode,4,1455.038,0.0,0.0,9.0,8,2016-07-09,2015-02-09,363.75949999999995,886,516,0.0,1
NZ-18565,Nick Zandusky,6,1452.376,0.0,0.0,11.0,6,2018-06-10,2015-02-08,242.06266666666667,185,1218,0.0,1
PK-18910,Paul Knutson,2,1441.152,0.0,0.0,3.0,3,2017-03-09,2015-04-04,720.576,643,705,0.0,0
DB-12910,Daniel Byrd,6,1428.301,0.0,0.0,9.0,6,2018-11-09,2017-01-04,238.05016666666666,33,674,0.0,1
JG-15160,James Galang,3,1426.024,0.0,0.0,5.0,4,2017-05-12,2016-12-05,475.3413333333333,579,158,0.0,0
DB-13210,Dean Braden,4,1420.7489999999998,0.0,0.0,10.0,7,2018-09-12,2017-05-09,355.18725,91,491,0.0,1
AJ-10795,Anthony Johnson,2,1414.964,0.0,0.0,7.0,6,2017-12-09,2017-05-01,707.482,368,222,0.0,0
CK-12595,Clytie Kelty,4,1409.644,0.0,0.0,15.0,7,2017-12-03,2016-11-07,352.411,374,391,0.0,1
HF-14995,Herbert Flentye,4,1408.801,0.0,0.0,10.0,6,2018-09-12,2017-01-05,352.20025,91,615,0.0,1
MB-18085,Mick Brown,5,1397.0169999999998,0.0,0.0,8.0,7,2018-06-05,2015-05-01,279.40340000000003,190,1131,0.0,1
CC-12475,Cindy Chapman,6,1390.4140000000002,0.0,0.0,9.0,8,2018-11-09,2017-02-05,231.7356666666667,33,642,0.0,1
RB-19465,Rick Bensley,4,1389.114,0.0,0.0,10.0,8,2017-09-03,2015-07-09,347.2785,465,787,0.0,1
OT-18730,Olvera Toch,1,1388.7800000000002,0.0,0.0,3.0,3,2017-10-06,2017-10-06,1388.7800000000002,432,0,0.0,0
AR-10825,Anthony Rawles,4,1385.01,0.0,0.0,6.0,6,2018-02-11,2016-08-03,346.2525,304,557,0.0,1
RA-19885,Ruben Ausman,3,1380.518,0.0,0.0,3.0,3,2018-05-11,2015-08-04,460.17266666666666,215,1011,0.0,0
DM-13525,Don Miller,3,1376.792,0.0,0.0,10.0,6,2017-05-09,2015-05-07,458.9306666666667,582,733,0.0,1
CP-12340,Christine Phan,1,1361.6309999999999,0.0,0.0,2.0,1,2016-07-11,2016-07-11,1361.6309999999999,884,0,0.0,0
GH-14485,Gene Hale,2,1361.2440000000001,0.0,0.0,3.0,2,2017-08-12,2016-08-10,680.6220000000001,487,367,0.0,0
